Date,Title,URL,Project,Tags,Favorite,Notion_ID
2026-03-14,Planet Zoo Coaching Guide,https://chatgpt.com/c/69b1d976-cc18-832b-b607-ceb025f75f9b,,None,__NO__,
2026-03-15,Piliers Transformation Nouvelle Économie,https://chatgpt.com/c/69b5f88f-eaec-8328-9aad-39619fd85599,,None,__NO__,
2026-03-15,AI Glasses for Translation,https://chatgpt.com/c/69b5cb1b-ea54-8331-9ff9-2c5f9e986f97,,None,__NO__,
2026-03-15,AI Glasses for Translation,https://chatgpt.com/c/69b5cb1b-ea54-8331-9ff9-2c5f9e986f97,,None,__NO__,
2026-03-15,Best Browser History Search,https://chatgpt.com/c/69b62107-bb80-838e-85f4-5b5a6fc2e53a,,None,__NO__,
2026-03-15,Best Browser History Search,https://chatgpt.com/c/69b62107-bb80-838e-85f4-5b5a6fc2e53a,,None,__NO__,
2026-03-15,Suivi de colis Suisse,https://chatgpt.com/c/69b6732c-01f8-832a-b2b1-07089f359837,,None,__NO__,
2026-03-15,Suivi de colis Suisse,https://chatgpt.com/c/69b6732c-01f8-832a-b2b1-07089f359837,,None,__NO__,
2026-03-15,iOS MiniPC Keyboard Mouse,https://chatgpt.com/c/69b5ba17-805c-832d-8c6f-3ff0ef58c0d3,,None,__NO__,
2026-03-15,iOS MiniPC Keyboard Mouse,https://chatgpt.com/c/69b5ba17-805c-832d-8c6f-3ff0ef58c0d3,,None,__NO__,
2026-03-15,Problème couleur TV Sony,https://chatgpt.com/c/69b6e74c-be70-8325-b9c0-01109b374148,,None,__NO__,
2026-03-15,Problème couleur TV Sony,https://chatgpt.com/c/69b6e74c-be70-8325-b9c0-01109b374148,,None,__NO__,
2026-03-16,LLM monitoring,https://chatgpt.com/c/69585600-7494-8332-afa8-eb50d30b1986,,None,__NO__,
2026-03-21,Éliminer odeur fumée chien,https://chatgpt.com/c/69be6a06-6ab4-832e-8395-b39ff147a226,,None,__NO__,
2026-03-21,Éliminer odeur fumée chien,https://chatgpt.com/c/69be6a06-6ab4-832e-8395-b39ff147a226,,None,__NO__,
