source_id,title,curated_239_member,raw_body_present,verbatim_present,fact_sheet_present,summary_present,strict_complete_committed_git,raw_body_paths,verbatim_paths,fact_sheet_paths,summary_paths,canon_promoted
6a58edd1-783c-83eb-b873-4027604a16f5,"SYSTEM — LIFE OS (Places, Devices & Operations)",True,False,False,False,False,False,,,,,False
6a58ee9d-1574-83eb-9106-61ac8342d0cd,Canon identité voix publique,True,False,False,False,False,False,,,,,False
6a58ee2a-77c8-83ed-b3bf-f7b6f666705f,#MAIN — YANNICK (World Governance & Coordination),True,False,False,False,False,False,,,,,False
6a58e3b8-791c-83eb-81e2-20377ea0da5e,CANON — KOSMOS (Axioms & Vocabulary),True,False,False,False,False,False,,,,,False
6a58e360-e7f4-83ed-85dc-ba74e7d99f10,#MAIN — KOSMOS (World Governance & Coordination),True,False,False,False,False,False,,,,,False
6a58e58d-2f6c-83eb-8765-d59afac92a61,#MAIN — yOS (World Governance & Coordination),True,False,False,False,False,False,,,,,False
6a58e4ad-1b84-83ed-9bd3-084076100770,#MAIN — CIVILIZATION (World Governance & Coordination),True,False,False,False,False,False,,,,,False
6a58e62a-6c5c-83ed-9d18-5e001bdbe1c1,CANON — yOS (Architecture & Decisions),True,False,False,False,False,False,,,,,False
6a58e21d-6ce4-83eb-ba45-ccd369a1620c,#MAP — ŒUVRE (Cathedral Map & Program Registry),True,False,False,False,False,False,,,,,False
6a58e25b-f724-83eb-b54b-51b61f5ceef0,"#CANON — ŒUVRE (Decisions, Axioms & Vocabulary)",True,False,False,False,False,False,,,,,False
6a58e047-cb74-83eb-a186-48d1ed0e5cd2,#TEAM — COC  (Agent Organization & Autonomy),True,False,False,False,False,False,,,,,False
6a58e10f-041c-83eb-a28e-77e75ba88746,#OIM — COC (Operational Intelligence Maps),True,False,False,False,False,False,,,,,False
6a58e2e3-79ac-83eb-b94f-127235ad6466,#MANIFESTATION — ŒUVRE (Deployment of the Cathedral),True,False,False,False,False,False,,,,,False
6a58e2b7-e6c4-83eb-9452-fef2903d0f61,#CHRONICLES — ŒUVRE (Genesis & Evolution),True,False,False,False,False,False,,,,,False
6a58e167-7610-83ed-a59d-145e56c9861c,#SYSTEM — COC (Automation & Source Health),True,False,False,False,False,False,,,,,False
6a58e28d-8598-83eb-8bde-ddce8c324900,"#COHERENCE — ŒUVRE (Coherence, Gaps & Horizons)",True,False,False,False,False,False,,,,,False
6a58e1cd-5c30-83eb-93c9-2221ed3b2866,#MAIN — ŒUVRE (Cathedral Observatory),True,False,False,False,False,False,,,,,False
6a58dfb7-9c8c-83ed-87e9-efb6e73d687e,#MAIN — COC  (Live Cognitive Cockpit),True,False,False,False,False,False,,,,,False
6a58e5a9-2940-83ed-bacf-79919d0df37d,PROG — KAP (Knowledge Architecture),True,False,False,False,False,False,,,,,False
6a58e5df-1c88-83eb-8dfa-b10090adca4d,PROG — PIE (Visual Cognitive System),True,False,False,False,False,False,,,,,False
6a58e609-0334-83ed-8aa9-27044c540be1,PROG — MissionOS (Mission & Expedition Engine),True,False,False,False,False,False,,,,,False
6a58e50e-f9e4-83ed-9972-7d4ad02aa439,PROG — HOPE (Emotional & Civilizational Intelligence),True,False,False,False,False,False,,,,,False
6a58e52a-b0fc-83eb-abd7-aa3dde77c3af,PROG — NEW (Navigation for the Emerging World),True,False,False,False,False,False,,,,,False
6a58e4f6-8934-83eb-bde3-7ea263433cc4,PROG — ELYSIUM (Civilizational Architecture),True,False,False,False,False,False,,,,,False
6a58e3a9-63a0-83ed-a061-f72de5620c0d,PROG — 4C (Foundational Ontology),True,False,False,False,False,False,,,,,False
6a58e391-cd70-83eb-ae79-b9d94b71e9fb,PROG — Genesis 001 (Invisible Cathedral),True,False,False,False,False,False,,,,,False
6a58e103-55dc-83eb-a433-3134b85942a8,"#OPS — COC (Missions, Gates & Exceptions)",True,False,False,False,False,False,,,,,False
6a58d9ae-5e28-83ed-bb21-96d7e5343f5b,Mac OS Markdown Editors,False,False,False,False,False,False,,,,,False
6a57c84c-691c-83eb-a924-0ce2ee5d9014,Œuvre Chroniques Couverture,True,False,False,False,False,False,,,,,False
6a57bc0a-f130-83eb-8e2e-0869a6136f40,Char limit reduction request,False,False,False,False,False,False,,,,,False
6a574b85-1f04-83eb-9fee-54cc1742fea9,Fonds de revenu universel,False,False,False,False,False,False,,,,,False
6a565d8b-6c14-83ed-a493-99973bb1ca1d,Image jardin gazebo,False,False,False,False,False,False,,,,,False
6a55044a-4d7c-83eb-a8a6-1ffd74118792,Problème lien expiré,True,False,False,False,False,False,,,,,False
6a54ef91-5764-83eb-af07-409e48c97586,Gestionnaire d'extensions Chrome,True,False,False,False,False,False,,,,,False
6a5357ca-fa2c-83eb-8134-d713f11a06f3,--- yOS Stream ---,True,False,False,False,False,False,,,,,False
6a53579a-7228-83ed-919f-dc6e8a54c107,--- KOSMOS stream ---,True,False,False,False,False,False,,,,,False
6a535807-ec50-83eb-8325-e976789b9ee4,--- CHRONIQUES Stream ---,True,False,False,False,False,False,,,,,False
6a52bd20-b090-83ed-b608-9fe79550c3c5,Problème installateur Mac,False,False,False,False,False,False,,,,,False
6a529958-e36c-83ed-8266-d682d9539657,HL-L3240CDW Deep Sleep Issue,False,False,False,False,False,False,,,,,False
6a526946-d264-83eb-b057-e125e4cb609a,Hardware Knowledge Graph,True,False,False,False,False,False,,,,,False
6a5265eb-8298-83eb-b9d7-aaa4f5677db5,GPS Tracker Setup Help,False,False,False,False,False,False,,,,,False
6a523a63-4c10-83eb-bc4f-f875417f55c8,Stadler Form Eva Remote,False,False,False,False,False,False,,,,,False
6a520154-124c-83eb-98ea-d6d91c9d37ae,Pitch eYa amélioré,True,False,False,False,False,False,,,,,False
6a4d45ff-c6f4-83eb-997b-de1eebbca175,Avatar vivant simplifié,True,False,False,False,False,False,,,,,False
6a4bd75f-1bc4-83eb-8f67-0f4d40dbb9e1,-- eia app --,True,False,False,False,False,False,,,,,False
6a4c0f0d-e2f4-83eb-a730-fe79192d9f41,Presence & branding EYA,True,False,False,False,False,False,,,,,False
6a518623-c7c8-83ed-86bd-b15ba9abd156,Suivi dossier OpenAI–État,True,False,False,False,False,False,,,,,False
693ddd8a-da78-832b-9469-6829376b5dfe,Top motion sensor comparison,True,False,False,False,False,False,,,,,False
6a4f551e-abb8-83ed-be5d-77b9e815ae9b,Gestion photos iPhone simplifiée,True,False,False,False,False,False,,,,,False
6a1d3d48-2668-8394-aa21-aa038b0bf993,RovelIn AI tools and export trends,True,False,False,False,False,False,,,,,False
6a4abcb7-63d4-83eb-bbbe-0dbb9fe82f43,Mac système lent solution,True,False,False,False,False,False,,,,,False
6a4ac80e-dd78-83eb-9745-327474f5fc76,Tension artérielle normale,False,False,False,False,False,False,,,,,False
6a4a5000-7b78-83eb-afa4-80b589132167,Transformation en mode d'emploi,False,False,False,False,False,False,,,,,False
6a4a3466-80b4-83eb-9d29-e15005917a1d,Disque externe non monté,False,False,False,False,False,False,,,,,False
6a495a89-db30-83ed-87c0-9f025de8d9ff,Urgences et récupération intensives,False,False,False,False,False,False,,,,,False
6a49521c-8eec-83ed-95f7-7a29d451702a,Apple Photos sync problème,False,False,False,False,False,False,,,,,False
6a490b5f-2018-83eb-a26d-90daffe94a30,Solution raccourci fenêtres,False,False,False,False,False,False,,,,,False
6a48d5fe-4c28-83eb-8484-fbc8753b4360,Compression des instructions,False,False,False,False,False,False,,,,,False
6a48d7dc-3444-83ed-bc04-b5155da53a7a,Nombre de caractères texte,False,False,False,False,False,False,,,,,False
6a480ac9-901c-83eb-9a52-60ab09a1a2eb,Simple To-Do App,True,False,False,False,False,False,,,,,False
6a4799a4-6dc0-83ed-bf30-1201d585426f,Inbox Triage AI,True,False,False,False,False,False,,,,,False
6a477d85-cef0-83eb-8ff3-b6669c74e1a8,Obsidian Metadata Gate,True,False,False,False,False,False,,,,,False
6a4581a1-bcb0-83ed-9d62-87463dd8e102,Y-World Notion Access,True,False,False,False,False,False,,,,,False
6a22b2e7-6054-832a-8d70-74749ca4d473,Y-OS Client & yMD,True,False,False,False,False,False,,,,,False
6a4042f8-79d4-83eb-8938-2dd1532c58b3,Fractal Content Studio,True,False,False,False,False,False,,,,,False
6a3f09d8-ebc8-83ed-9fcf-dd2e0e5d0b8d,...Elysium - Civilizational Ontology...,True,False,False,False,False,False,,,,,False
6a41bc49-f674-83eb-b25b-a42462de6898,Logo ELYSIUM Concept,True,False,False,False,False,False,,,,,False
6a40e4ba-1ef8-83eb-a2ae-180707ac95e8,Animation vidéo Street View,True,False,False,False,False,False,,,,,False
6a41c326-4934-83ed-a2e7-21bf4c83e36d,Elysium FRAMEWORK,True,False,False,False,False,False,,,,,False
6a3fd706-6534-83eb-9da1-f1b2fcc8565b,--- ELYSIUM & yOS Prog mgmt ---,True,False,False,False,False,False,,,,,False
695c0784-2f40-832b-b7dc-8aba5f606c3f,-- Y-World  --,True,False,False,False,False,False,,,,,False
68f3862b-dc58-832c-8b42-1782f5558166,Future Society Transformation,True,False,False,False,False,False,,,,,False
6a42505b-7904-83eb-8310-edc956af2e09,YOS Context Pack (& Y-Hub),True,False,False,False,False,False,,,,,False
68f385ff-bd70-832c-bafa-cf63060921c6,ONE-NEW,True,False,False,False,False,False,,,,,False
6a433224-b17c-83ed-8c0e-1f6d3246bf0a,Wrapper CP Activé,True,False,False,False,False,False,,,,,False
6a438798-7f54-83ed-a72a-075de51e829b,LAKSHMI,True,False,False,False,False,False,,,,,False
6a445d7b-9a74-83eb-9099-3671e7ed16da,Exploration de l'Œuvre,True,False,False,False,False,False,,,,,False
6a43e8bf-e200-83eb-b4e9-764e1c918f21,Cursor vs Manus iOS,False,False,False,False,False,False,,,,,False
6a42b14d-d0b8-83ed-9fc6-0d9c1bbe9c81,Design logo Y,True,False,False,False,False,False,,,,,False
6a412693-6634-83ed-9812-539c177674c0,Traduction de texte complexe,True,False,False,False,False,False,,,,,False
6a411b69-39bc-83ed-904e-91379b66f984,Open folder as vault,False,False,False,False,False,False,,,,,False
6a40134e-e864-83eb-9bdf-89950d187679,domaine ELYSIUM,True,False,False,False,False,False,,,,,False
6a3f82d4-d0f8-83ed-8042-5bec195117f2,Blocage Manus probable causes,True,False,False,False,False,False,,,,,False
6a3ee7da-f418-83ed-a90e-090fec802d13,Livre changement social,True,False,False,False,False,False,,,,,False
6a3d8e66-c7f8-83ed-a2af-f650323b3fce,Translate and Correct Transcript,True,False,False,False,False,False,,,,,False
6a3d7bea-d414-83ed-ac5c-16f6fe13be24,Posologie Tramadol quotidienne,False,False,False,False,False,False,,,,,False
6a330ab1-f808-832b-bacb-be643e3861d5,Aide pour malvoyant écrivain,False,False,False,False,False,False,,,,,False
6a3cf9ba-ed90-83ed-9975-b736dd404b12,Horaires des pharmacies,False,False,False,False,False,False,,,,,False
6a3a324f-5444-8329-8bec-3adb04d891a2,Phase 2 Ontologie Opérationnelle,True,False,False,False,False,False,,,,,False
6a37a448-ea60-8391-8398-6b2b827b3314,Douleur externe cuisse,False,False,False,False,False,False,,,,,False
691e3373-f5c4-800c-a8b4-31fbb1260328,Petits projets pour la société,True,False,False,False,False,False,,,,,False
691def0c-ea08-800c-a3cd-3af3d70e525f,Ydea concept development,True,False,False,False,False,False,,,,,False
691cbd2a-31d0-800c-9adb-4c17897b9361,WHAT THE F***  - Crazy stats.,True,False,False,False,False,False,,,,,False
693799cb-1794-832d-aef3-6006829d3306,Ours AI pour enfants et âgés,True,False,False,False,False,False,,,,,False
68f5fe2e-8c8c-8332-96b0-854e10320abd,PoM  - Peace of Mind,True,False,False,False,False,False,,,,,False
68f60323-9164-8327-8c29-f2eb418e49d3,PoM - Remote elderly monitoring systems,True,False,False,False,False,False,,,,,False
69d93ae5-f870-8331-b9d6-da95423dab04,V-R & Spline,True,False,False,False,False,False,,,,,False
6a15a4ca-e7ac-8328-a88a-8989cf4575bd,Strategic Financial Dashboard,True,False,False,False,False,False,,,,,False
68f3863a-e450-832c-aa33-4f844d4f80bd,Optimisation fiscale Sàrl AI,False,False,False,False,False,False,,,,,False
68f38645-60e8-832c-a782-cb66ad5870ba,Tax residency options,False,False,False,False,False,False,,,,,False
68f8e1df-aa80-8333-81df-7ed0a433085b,Splitting chats for memory,True,False,False,False,False,False,,,,,False
69655ec0-1db8-832a-8b2f-7a708498ad70,Analisi pagamenti incarico Casa Tao,True,False,False,False,False,False,,,,,False
a37e8a18-f59c-8330-a5a6-509afe2fced4,Collecte idées jeu cartes,True,False,False,False,False,False,,,,,False
68f84f02-6ad4-8329-bf01-b4e1b79ca7e7,Interactive media player,True,False,False,False,False,False,,,,,False
69204a73-d46c-8327-af85-8a3d03b088c4,Voix de Dieu aux Humains,True,False,False,False,False,False,,,,,False
b786bd3c-1c74-8321-bdfb-c683c9d3b1fb,Create profile summary,True,False,False,False,False,False,,,,,False
69edf06f-aa30-8326-9bab-965a11f55e2c,Intégration Granola Universe,True,False,False,False,False,False,,,,,False
6a21939b-5890-8333-895c-782985fe2abc,Sonos Ecosystem in Obsidian,False,False,False,False,False,False,,,,,False
6904572a-65f0-832e-82e0-73f2b1fc9565,YOU claude+,True,False,False,False,False,False,,,,,False
69d2f5f7-4dcc-8326-b42a-26d20dd0cb54,Problème fermeture applications idle,False,False,False,False,False,False,,,,,False
68f3862f-1404-832c-9187-7d0cb5345adc,Bitcoin Suisse Prêts Crypto,False,False,False,False,False,False,,,,,False
6a0658fd-2c3c-8395-9a56-f0d767416b33,Äme haut des Creteaux - Affiche coupe des Crèteaux,True,False,False,False,False,False,,,,,False
6a37c9ac-fe18-838c-b0ed-84556c7cbc7c,YOUniverse Memory Protocol,True,False,False,False,False,False,,,,,False
6920ed6d-105c-8325-8ddf-7538aacb8e9a,Comparer Bora Siemens,False,False,False,False,False,False,,,,,False
68f8c2ef-94f8-832a-a5f5-b8772b335214,Y-Planet project map,True,False,False,False,False,False,,,,,False
68fd2e0b-ce24-8328-a21c-e1bfa7ab2aa7,OLD-OS - Plateforme d'assistance AI,True,False,False,False,False,False,,,,,False
69ef1782-eed8-832c-bd4c-1f09055d9433,Gus & Pixel,True,False,False,False,False,False,,,,,False
69dd3493-4050-8329-b016-ed291915e855,Agentic Story Engine ,True,False,False,False,False,False,,,,,False
69d0fa89-a38c-832b-900d-49a68e5bec1d,Journal du futur,True,False,False,False,False,False,,,,,False
69eddab3-53b8-832b-8f4b-87b65d8753cc,y-Explorer,True,False,False,False,False,False,,,,,False
69f0bc28-eb90-8327-b38a-6c7d10d49ade,ARCHETYPES & Petits Malins,True,False,False,False,False,False,,,,,False
68f3862b-5ecc-832c-af80-64331ced8792,Petite Librairie Divine,True,False,False,False,False,False,,,,,False
6a176da3-e6fc-832d-b203-d589726e6be5,ChangeMakers Ecosystem Mapping,True,False,False,False,False,False,,,,,False
69ee8b1a-2c0c-8325-8ae0-ffb6435efce7,Logo Y,False,False,False,False,False,False,,,,,False
699ccbf8-6c10-8330-9910-e40b5d595269,LiveDivine project progress,True,False,False,False,False,False,,,,,False
6929741b-1d00-832c-9ed1-0441668bc0e3,"Titre:
Le (***merdier***) Casino Judeo-chretien",True,False,False,False,False,False,,,,,False
69274168-af88-8329-931b-fb58b1e7a312,Collection de livres vides,True,False,False,False,False,False,,,,,False
6a3a310a-ea1c-832f-b510-8d0acb7f7375,Branch · -- Y-World  --,False,False,False,False,False,False,,,,,False
230db209-70f8-8328-86bc-5f176d389306,App diario iOS log,True,False,False,False,False,False,,,,,False
68f8c1b4-b704-832d-8e6a-f11e42b13c09,StoryFusion co-création narrative,True,False,False,False,False,False,,,,,False
68fbb162-b45c-8325-890f-c833455f204f,YStory StoryStudio concept,True,False,False,False,False,False,,,,,False
69b6dac6-7e4c-8325-9f77-ee5892a25d75,Explorateur Nouveau Monde,True,False,False,False,False,False,,,,,False
69bee404-0a58-8333-9b03-526cac5d8cd2,Gen 5 Concept Analysis,True,False,False,False,False,False,,,,,False
69dd36af-56f4-8331-b10e-a0639d5590e1,Analyse système WIP 1.0,True,False,False,False,False,False,,,,,False
693611dd-2db0-8331-97ba-69980c8f99bb,Plan action projet visionnaire,True,False,False,False,False,False,,,,,False
693796c4-8364-832e-8f0d-f437a12f7842,Analyse acteurs similaires,True,False,False,False,False,False,,,,,False
69ef286f-7ae8-8333-8a45-68bec95eb845,Pilier EDU: eval/exam,True,False,False,False,False,False,,,,,False
69e87400-69ac-8392-97ee-1bda46ccf93c,Transformation éducation système,True,False,False,False,False,False,,,,,False
69dd3727-3ea4-8333-819e-a66b8444e60e,Analyse de FIF,True,False,False,False,False,False,,,,,False
69d0c2d1-5c9c-832c-a47d-bc9b0458aecd,Job Cuts in 2026,True,False,False,False,False,False,,,,,False
69efc0da-401c-8327-a76d-1b60c4b831d5,12 piliers - société et relations,True,False,False,False,False,False,,,,,False
691a84d6-9740-8328-a556-1395aa06f3cc,(LIVING CANVAS),True,False,False,False,False,False,,,,,False
697d2ff6-98e4-8325-a153-3c7c4993c495,Organisation et écriture Ludivine,True,False,False,False,False,False,,,,,False
69361e5c-b0d0-832d-a721-8201ee939145,7d life coaching system,True,False,False,False,False,False,,,,,False
6960dbdd-8efc-8329-907a-434daa142d12,Création vidéo label,True,False,False,False,False,False,,,,,False
69dcf306-e8cc-8330-b430-8d1a03d24824,ARC - Anandaz Retreat Chalet,True,False,False,False,False,False,,,,,False
69ecdfc4-5f28-8332-80e8-b3c6b6cf5062,ViVi & yOS Memory,True,False,False,False,False,False,,,,,False
6a0f9c33-d75c-8329-9a9c-80c694843484,LightWay - Y-Publishing,True,False,False,False,False,False,,,,,False
6a2e205d-f110-832f-b445-a31560f427f2,HOPE,True,False,False,False,False,False,,,,,False
6a383484-6d3c-8327-b832-0d0e402ad9fb,Y World Ecosystem Inventory,True,False,False,False,False,False,,,,,False
6a2e8ecc-53ec-8325-9f56-48c38af33349,Méta-modèle holistique de transformation,True,False,False,False,False,False,,,,,False
0d0874dd-7844-8322-8c2d-bac86fe021e3,Philosophical views on existence,True,False,False,False,False,False,,,,,False
8a7d8c91-d8f4-8332-9b3e-2f1973479ed8,Y-Langage protocole communication,True,False,False,False,False,False,,,,,False
68f7d794-3148-8330-b85b-8c20feac8d88,*** YStudio for GPT ***,True,False,False,False,False,False,,,,,False
69644541-18b8-832c-afb4-b32b440b58cd,*** yOS Canon ***,True,False,False,False,False,False,,,,,False
696440fe-74b0-8327-9a71-955faa3f03f1,<< Master Context Compilation >>,True,False,False,False,False,False,,,,,False
69cb183a-29e4-8329-8633-e2073d79bf8c,SENSE = Y-OS perceptual substrate ,True,False,False,False,False,False,,,,,False
68f4e07b-dab8-832e-b16f-970f9078c3c2,*** Holistic Transformation Map,True,False,False,False,False,False,,,,,False
